phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
HeB,12.45,35.67,4.277,129.6,13.2,4945,2.467,0.46,31.950000000000003,3.6399999999999997
HeB,14.0,29.56,3.785,115.6,16.4,4999,2.387,0.08,34.14,3.4499999999999997
HeB,13.48,31.79,4.152,139.5,13.6,4763,2.408,-0.06,29.440000000000005,2.7
HeB,12.36,30.8,4.009,128.8,13.5,4996,2.405,0.14,31.769999999999996,3.12
HeB,11.0,28.99,3.497,115.5,12.7,4738,2.367,0.08,37.62,4.01
HeB,12.63,26.2,3.623,140.8,12.1,4865,2.329,-0.29,32.19,2.69
HeB,13.67,37.22,4.255,107.7,13.5,4687,2.474,-0.15,32.15,3.74
HeB,10.21,51.9,5.182,57.6,20.2,4831,2.624,-0.74,30.580000000000002,4.79
HeB,11.14,69.67,6.189,44.0,25.4,4933,2.757,0.06,29.73,6.129999999999999
RGB,13.97,96.49,8.588,46.5,36.1,4900,2.897,0.01,21.240000000000002,4.33
HeB,13.71,32.12,3.258,118.4,11.3,4614,2.406,0.0,47.42,6.970000000000001
RGB,10.41,8.9,1.382,224.7,4.2,4427,1.84,-0.09,70.57000000000001,4.1899999999999995
HeB,11.65,37.97,4.25,86.3,13.8,4863,2.49,0.05,33.96,4.33
HeB,12.45,100.0,8.113,31.9,43.1,5048,2.919,-0.12,25.22,6.42
RGB,13.23,68.42,6.797,82.3,21.7,4782,2.742,-0.22,23.48,3.71
RGB,11.79,7.96,1.353,275.0,3.7,4413,1.79,-0.07,65.43,3.2199999999999998
HeB,13.78,35.79,3.888,101.8,15.0,4873,2.465,-0.22,38.16,5.16
RGB,10.03,17.12,2.419,141.9,6.3,4544,2.13,-0.67,44.339999999999996,3.2199999999999998
RGB,13.14,58.54,6.025,68.5,23.5,4690,2.67,0.15,25.43,3.69
RGB,13.89,114.26,9.696,52.9,35.3,4854,2.968,0.2,19.65,4.37
HeB,12.04,39.58,4.372,86.2,18.3,4779,2.504,-0.1,32.94,4.22
HeB,12.06,28.81,3.983,99.9,13.1,4784,2.367,-0.84,28.24,2.2600000000000002
HeB,13.74,34.12,4.207,95.1,12.8,4939,2.447,-0.45,31.28,3.3299999999999996
RGB,11.92,48.46,4.903,75.3,17.3,4673,2.587,0.14,31.730000000000004,4.74
RGB,11.06,57.81,6.114,79.0,18.4,4616,2.661,-0.16,23.909999999999997,3.19
HeB,12.79,39.34,4.442,86.7,15.1,4896,2.507,-0.27,32.2,4.0600000000000005
HeB,11.39,50.47,4.966,60.7,18.6,5132,2.625,0.13,34.42,6.09
HeB,11.66,40.03,3.877,44.0,18.0,5293,2.532,-0.18,46.51,8.94
RGB,12.94,43.65,4.613,83.2,13.8,4713,2.544,-0.03,32.35,4.46
HeB,13.36,30.75,3.994,136.9,14.4,4865,2.399,0.29,31.439999999999998,3.01
RGB,10.58,87.94,8.355,65.2,24.9,4819,2.853,-0.29,20.07,3.49
RGB,13.77,92.75,8.547,77.8,26.6,4843,2.877,0.1,20.490000000000002,3.85
RGB,13.8,151.16,12.328,30.6,43.1,5013,3.097,0.02,16.43,4.1
HeB,13.9,47.33,4.775,58.6,14.0,4971,2.591,-0.46,33.82,5.43
RGB,13.72,195.31,13.921,30.6,49.3,5244,3.218,-0.02,17.189999999999998,5.9399999999999995
HeB,13.21,30.41,4.138,114.4,12.8,5083,2.403,-1.07,29.490000000000002,2.6799999999999997
HeB,13.77,38.44,3.943,75.0,14.2,4902,2.497,-0.26,40.01,6.109999999999999
HeB,12.72,39.17,4.262,97.2,16.1,4896,2.505,-0.37,34.760000000000005,4.7
RGB,13.22,134.14,11.02,31.0,36.4,5008,3.045,-0.83,18.04,4.390000000000001
HeB,13.48,29.01,3.589,129.2,10.7,5059,2.382,0.02,37.48,4.11
HeB,14.53,46.1,5.36,43.1,22.4,5400,2.597,-0.93,27.66,3.6799999999999997
RGB,13.05,54.2,5.666,65.9,18.2,4655,2.635,-0.01,26.39,3.6499999999999995
HeB,11.33,92.47,7.603,31.3,29.3,5011,2.883,0.03,26.47,6.51
RGB,13.92,197.78,14.624,33.5,50.0,5070,3.216,0.14,15.41,4.75
HeB,13.35,40.14,4.653,102.0,17.3,5043,2.522,0.17,30.85,3.8500000000000005
HeB,12.78,48.93,4.674,51.4,20.6,4982,2.606,0.23,37.0,6.710000000000001
HeB,12.6,32.57,3.977,126.8,13.3,4795,2.421,-0.1,32.84,3.45
HeB,12.69,31.62,3.905,135.6,14.1,4781,2.407,0.08,33.14,3.41
HeB,12.98,43.82,4.567,59.3,19.6,4934,2.556,-0.06,34.25,5.12
RGB,13.91,35.17,3.911,125.5,11.7,4462,2.438,0.06,35.019999999999996,4.1
RGB,11.92,37.38,4.156,85.4,13.3,4766,2.479,-0.36,34.08,4.25
RGB,11.23,51.95,5.25,80.4,16.1,4656,2.617,0.19,29.61,4.42
HeB,13.94,25.95,3.637,135.1,11.5,4952,2.329,-0.49,31.97,2.66
HeB,12.52,28.48,4.074,127.9,11.9,4990,2.371,-0.66,28.28,2.2800000000000002
RGB,11.36,7.86,1.31,273.7,3.8,4477,1.788,-0.26,69.42,3.6
HeB,12.34,45.22,4.598,77.1,18.4,4778,2.562,0.18,34.24,5.21
RGB,12.35,43.14,4.595,105.1,14.8,4691,2.538,0.18,32.269999999999996,4.37
HeB,8.82,48.72,4.917,53.1,19.2,5107,2.609,-0.33,33.56,5.57
HeB,13.66,30.28,3.936,106.9,13.9,4743,2.386,-0.16,30.880000000000003,2.8200000000000003
HeB,13.25,28.86,3.96,124.7,15.7,5027,2.378,-0.66,30.26,2.67
RGB,11.73,176.84,13.235,30.6,56.6,4979,3.163,0.03,16.57,4.859999999999999
RGB,13.83,72.53,7.264,84.8,21.1,4868,2.772,-0.41,22.03,3.49
RGB,13.72,107.31,9.869,58.9,31.9,4763,2.937,-0.5,17.240000000000002,3.12
RGB,13.2,35.84,4.227,138.2,12.9,4713,2.458,-0.5,31.17,3.3899999999999997
RGB,12.31,58.22,5.85,72.1,19.8,4693,2.668,0.06,26.810000000000002,4.0600000000000005
RGB,13.73,126.47,10.548,54.1,35.7,4796,3.01,0.19,18.240000000000002,4.14
RGB,10.97,36.2,4.131,104.3,13.9,4635,2.459,-0.05,33.02,3.8200000000000003
HeB,13.17,41.42,4.182,70.0,14.5,4961,2.532,-0.22,38.74,6.220000000000001
RGB,12.81,67.06,6.626,85.0,20.3,4623,2.726,0.14,23.84,3.67
HeB,12.49,35.11,4.219,86.1,11.4,5026,2.463,-0.69,32.36,3.7
HeB,13.59,27.26,3.784,118.4,11.7,5071,2.355,-0.86,31.5,2.74
HeB,10.86,49.94,4.985,53.2,20.7,4937,2.612,-0.02,32.8,5.36
HeB,11.93,32.44,4.067,111.7,11.7,4822,2.42,0.04,31.58,3.1900000000000004
HeB,11.82,29.94,4.032,106.8,8.9,4892,2.388,-0.59,29.56,2.5900000000000003
RGB,10.98,63.73,6.097,58.8,24.2,4798,2.712,0.01,27.41,4.71
RGB,13.44,96.87,7.88,43.5,28.2,4829,2.895,0.31,25.169999999999998,6.05
RGB,13.47,77.69,7.036,52.0,27.5,4935,2.804,-0.02,25.599999999999998,5.08
HeB,12.19,35.71,4.249,84.8,13.0,4944,2.467,0.1,32.42,3.75
RGB,9.66,111.92,9.882,51.7,34.1,4970,2.964,-0.31,18.72,3.9200000000000004
RGB,12.93,43.34,4.526,88.1,15.8,4727,2.541,0.22,33.61,4.779999999999999
HeB,10.38,62.26,5.516,45.5,25.6,4965,2.709,0.05,33.69,7.07
HeB,13.42,38.35,4.422,96.4,15.8,5188,2.509,-0.15,33.14,4.3
HeB,11.34,44.86,4.645,68.0,19.0,4941,2.566,-0.09,33.910000000000004,5.140000000000001
RGB,13.6,74.5,7.191,69.3,24.5,4918,2.785,0.22,23.53,4.11
RGB,13.82,92.85,8.553,66.3,28.5,5035,2.886,0.06,21.05,4.14
HeB,13.73,38.39,4.125,82.6,20.1,4898,2.497,0.26,36.730000000000004,5.1499999999999995
HeB,13.93,29.1,2.94,84.2,18.4,5379,2.396,-0.79,60.66,11.16
HeB,13.24,31.81,3.864,132.7,14.0,4991,2.419,0.08,35.14,3.9400000000000004
RGB,11.26,44.27,4.436,77.5,16.1,4675,2.548,0.08,35.4,5.38
RGB,11.75,36.36,4.103,107.1,13.5,4835,2.47,-0.33,34.459999999999994,4.26
HeB,13.45,33.61,4.145,101.7,12.4,5212,2.452,-0.43,33.11,3.77
HeB,12.72,29.62,3.832,144.9,12.0,4841,2.381,0.14,32.68,3.12
RGB,8.6,44.83,4.647,128.7,17.0,4615,2.551,0.25,32.45,4.5600000000000005
HeB,11.59,38.71,4.24,90.7,15.6,4954,2.503,0.07,35.23,4.8
HeB,11.42,33.97,4.028,104.7,15.7,4975,2.447,0.13,34.47,4.04
HeB,12.96,31.79,3.945,126.2,13.1,4852,2.413,0.09,33.040000000000006,3.4299999999999997
RGB,13.76,112.3,9.722,46.2,34.4,5091,2.971,-0.37,19.74,4.43
RGB,10.76,70.68,6.516,50.5,21.3,4809,2.758,0.01,26.67,4.95
RGB,12.87,15.39,2.315,223.6,7.0,4374,2.075,-0.14,42.870000000000005,2.66
RGB,11.87,51.48,5.516,87.8,16.3,4616,2.611,-0.03,26.25,3.42
HeB,13.76,28.53,3.913,143.5,12.9,5187,2.38,-0.2,31.5,2.9
HeB,11.82,109.69,8.72,28.3,46.1,5030,2.958,-0.01,23.91,6.3100000000000005
HeB,11.34,32.58,3.979,110.6,13.2,5001,2.43,-0.32,33.769999999999996,3.7300000000000004
HeB,13.29,39.32,4.283,70.5,16.0,5054,2.514,-0.07,35.52,5.0
RGB,11.99,55.3,5.608,89.9,18.1,4629,2.643,0.12,27.47,4.02
HeB,13.69,42.52,4.455,81.7,14.4,5164,2.552,0.29,36.22,5.68
HeB,13.51,26.14,3.592,115.5,13.3,4914,2.33,-0.76,32.5,2.75
HeB,11.23,39.47,4.425,83.2,15.2,4856,2.507,-0.06,32.49,4.13
RGB,13.81,142.13,12.373,47.4,39.3,5189,3.078,-0.07,15.71,3.59
RGB,13.63,85.43,7.926,64.0,25.8,5123,2.854,-0.03,22.78,4.5
RGB,13.84,75.73,7.112,58.3,27.4,4985,2.795,0.4,24.690000000000005,4.63
RGB,10.6,66.31,6.618,84.2,22.0,4634,2.722,-0.1,23.52,3.54
HeB,12.16,43.24,4.666,73.0,17.6,5138,2.559,-0.23,33.260000000000005,4.88
HeB,12.42,34.07,4.141,112.9,13.9,5004,2.449,0.21,32.91,3.6999999999999997
HeB,11.05,42.91,4.568,70.4,17.4,4875,2.544,-0.15,33.18,4.69
HeB,13.69,31.06,3.976,117.1,13.7,4953,2.407,-0.05,32.27,3.2300000000000004
RGB,12.56,107.64,9.425,70.9,30.6,4880,2.943,0.34,19.689999999999998,4.14
RGB,12.38,54.8,5.59,86.2,18.5,4625,2.639,0.18,27.42,3.98
RGB,14.0,35.32,4.176,99.7,8.4,4772,2.455,0.14,32.349999999999994,3.63
HeB,13.33,32.41,3.768,107.0,9.6,4587,2.409,-0.42,35.019999999999996,3.83
HeB,13.63,36.75,4.085,104.8,10.6,4984,2.481,0.02,36.15,4.81
HeB,12.83,32.01,3.706,110.7,15.4,4639,2.406,0.33,36.559999999999995,4.13
HeB,13.93,33.41,4.055,61.3,15.1,5009,2.441,-0.13,33.49,3.7600000000000002
HeB,13.41,33.81,3.639,115.7,11.7,4855,2.44,-0.36,40.9,5.6
HeB,13.54,33.34,4.021,95.2,13.0,5052,2.442,-0.43,34.04,3.9000000000000004
HeB,11.79,30.94,3.591,138.1,9.8,4701,2.394,0.07,37.86,4.32
HeB,11.28,74.21,5.836,34.7,25.9,5139,2.793,0.17,37.79,10.79
RGB,12.8,153.13,11.98,15.9,33.0,4999,3.102,-0.08,17.54,4.720000000000001
HeB,10.66,78.78,6.278,24.1,34.6,5059,2.816,0.06,33.769999999999996,9.06
HeB,12.14,38.83,4.305,86.4,14.6,4758,2.495,-0.08,33.21,4.2
HeB,12.78,39.99,4.227,99.1,22.7,4794,2.51,0.03,35.8,5.04
HeB,10.19,91.15,7.848,31.5,33.4,5034,2.878,-0.04,24.47,5.49
HeB,12.3,37.53,4.442,75.3,15.0,4867,2.485,-0.49,30.409999999999997,3.44
HeB,10.36,36.95,4.291,76.8,17.1,4899,2.48,0.16,32.69,3.92
RGB,13.08,80.88,7.776,68.9,23.9,4863,2.819,-0.28,21.48,3.69
HeB,12.81,101.03,8.163,35.4,43.3,4930,2.918,0.36,24.82,6.199999999999999
HeB,13.85,30.69,3.664,103.7,12.7,4734,2.392,0.32,36.36,3.9600000000000004
HeB,9.53,55.65,6.185,42.9,24.0,4860,2.656,-0.18,23.44,3.0300000000000002
HeB,15.48,58.93,6.123,78.2,27.7,4597,2.669,-0.72,23.939999999999998,3.2600000000000002
HeB,13.74,30.59,3.798,134.0,13.4,4686,2.388,0.15,33.44,3.3199999999999994
RGB,10.3,9.26,1.429,225.9,4.9,4305,1.851,0.27,67.68,3.95
HeB,11.81,32.19,3.984,84.3,14.4,4930,2.421,-0.21,32.97,3.4899999999999998
HeB,11.63,38.92,4.165,88.0,16.6,4947,2.505,0.04,36.69,5.2299999999999995
RGB,12.31,56.2,5.365,61.3,26.8,4652,2.651,0.29,30.729999999999997,5.140000000000001
HeB,15.47,34.51,3.647,149.3,14.9,4997,2.455,-0.01,42.79,6.34
HeB,13.41,29.75,4.129,132.1,12.5,5114,2.395,-0.55,29.229999999999997,2.58
HeB,12.1,32.19,4.108,113.3,13.8,4943,2.422,0.04,31.349999999999998,3.16
RGB,14.66,57.75,5.677,50.4,23.3,4493,2.655,-1.3,27.04,4.02
HeB,13.65,60.24,5.73,43.6,28.3,5172,2.704,-0.33,30.869999999999997,5.869999999999999
HeB,9.98,44.67,4.616,63.6,18.1,4881,2.562,-0.28,33.78,5.05
RGB,15.37,62.81,6.256,84.8,26.5,4510,2.692,-1.37,24.060000000000002,3.47
HeB,13.63,31.7,3.933,100.0,11.6,5205,2.427,-0.25,34.68,3.91
RGB,13.95,128.03,11.127,39.1,28.9,5078,3.027,-0.1,17.23,3.84
HeB,13.55,32.7,4.149,101.8,11.9,5276,2.443,-0.2,32.45,3.55
RGB,13.23,171.1,14.178,42.7,43.0,5126,3.155,-0.11,14.29,3.55
RGB,13.16,58.33,5.931,103.0,18.5,4614,2.665,0.12,25.840000000000003,3.75
HeB,12.62,40.36,4.241,67.6,15.8,5045,2.525,0.02,37.2,5.63
HeB,13.09,37.5,4.324,91.4,17.2,4915,2.487,0.15,32.74,4.0
RGB,12.4,58.33,6.01,83.4,16.5,4600,2.665,-0.06,24.98,3.51
RGB,13.95,59.12,5.922,53.0,17.2,4900,2.684,-0.2,27.28,4.37
RGB,13.32,52.37,5.341,89.6,16.8,4602,2.618,0.36,28.64,4.14
RGB,11.23,30.67,3.495,117.7,12.3,4741,2.392,0.24,39.980000000000004,4.79
RGB,13.75,62.98,6.034,61.6,21.9,4982,2.715,-0.39,28.29,5.04
RGB,13.59,77.68,7.55,67.3,24.3,4951,2.805,-0.17,22.23,3.83
HeB,10.09,30.59,3.528,74.6,8.7,4861,2.396,-0.44,39.32,4.68
RGB,13.37,52.85,5.486,86.3,16.8,4879,2.634,-0.18,28.339999999999996,4.21
RGB,13.27,134.16,11.881,57.6,36.6,4993,3.044,-0.66,15.52,3.24
HeB,13.04,31.54,3.906,115.4,13.1,4849,2.409,-0.23,33.15,3.4299999999999997
HeB,13.1,26.43,3.398,150.5,12.3,4613,2.321,0.06,35.57,3.2300000000000004
HeB,9.22,37.12,4.146,91.8,14.9,4855,2.48,-0.02,34.8,4.46
RGB,11.92,153.72,12.436,40.7,44.1,4832,3.096,-0.01,15.98,3.87
HeB,12.36,33.96,4.052,138.4,13.9,4750,2.437,0.23,32.98,3.61
RGB,13.98,31.28,3.786,127.7,9.9,4911,2.408,-0.56,35.12,3.84
RGB,13.3,107.57,9.621,58.3,32.0,5043,2.95,-0.33,19.18,4.0
HeB,12.53,26.55,3.464,148.3,10.6,4649,2.325,0.11,34.65,3.0900000000000003
HeB,12.59,30.29,3.858,120.8,12.5,4933,2.395,-0.28,33.08,3.31
RGB,13.84,59.02,5.834,50.9,20.3,4943,2.685,-0.29,28.220000000000002,4.69
RGB,11.6,45.94,4.996,86.2,16.5,4952,2.577,-0.29,29.980000000000004,4.12
RGB,10.35,5.97,0.986,341.9,2.6,4218,1.656,-0.12,91.1,4.57
RGB,12.51,56.52,5.48,72.4,13.6,4946,2.667,-0.8,30.41,5.22
HeB,13.07,32.01,4.003,127.2,12.2,4811,2.414,-0.4,31.65,3.17
HeB,12.97,34.37,4.049,111.5,14.2,4716,2.44,0.18,33.22,3.6999999999999997
HeB,10.19,103.25,8.226,27.3,50.6,4979,2.93,0.14,25.159999999999997,6.550000000000001
HeB,13.37,30.59,3.909,110.1,10.6,4660,2.387,-0.08,31.26,2.9
RGB,12.88,97.79,9.263,62.0,30.4,4768,2.897,-0.39,17.91,3.0900000000000003
HeB,12.03,36.24,4.195,109.8,14.6,4694,2.462,0.13,32.49,3.7199999999999998
RGB,13.98,103.12,9.224,68.1,29.0,4869,2.924,-0.06,19.57,3.91
RGB,11.88,59.59,5.825,64.1,20.4,4692,2.678,-0.04,27.61,4.42
HeB,13.86,35.36,4.092,89.3,15.3,4913,2.462,-0.48,34.06,4.09
HeB,13.1,31.32,3.922,124.8,11.3,5084,2.416,-0.06,33.99,3.66
RGB,13.2,111.61,9.893,48.7,27.8,4827,2.957,0.03,18.33,3.7
RGB,11.88,12.99,1.927,233.4,4.9,4502,2.008,-0.5,53.040000000000006,3.4899999999999998
HeB,12.32,39.15,5.811,158.6,16.8,5143,2.516,-0.56,20.14,1.62
HeB,13.88,34.09,4.145,139.3,19.3,5089,2.453,-0.49,32.94,3.74
HeB,13.45,28.36,3.642,113.1,17.3,4777,2.36,-0.4,33.64,3.1500000000000004
RGB,13.93,45.41,4.891,77.7,15.8,4788,2.565,0.04,30.35,4.1
RGB,13.96,47.04,5.106,95.7,15.8,4998,2.589,-0.17,29.659999999999997,4.15
HeB,12.1,29.91,3.8,113.7,12.9,4772,2.382,0.06,33.089999999999996,3.21
HeB,13.43,29.45,4.34,151.6,13.1,5196,2.394,-0.61,26.8,2.16
RGB,15.12,154.51,12.776,46.8,36.9,5012,3.106,-1.01,15.379999999999999,3.67
HeB,12.79,35.21,4.182,111.3,14.2,4992,2.463,-0.04,33.16,3.8800000000000003
RGB,12.48,32.2,3.867,125.6,12.9,4814,2.416,-0.31,34.239999999999995,3.71
RGB,11.19,74.61,7.444,76.4,21.5,5002,2.79,-0.04,22.22,3.7
RGB,11.69,61.44,6.137,71.3,19.5,4763,2.695,-0.09,25.880000000000003,4.029999999999999
RGB,13.75,147.22,12.259,49.2,40.7,5040,3.086,0.1,16.27,3.93
HeB,12.91,34.79,3.972,111.1,15.6,4899,2.454,0.1,35.839999999999996,4.43
HeB,13.11,32.9,4.059,111.4,14.0,4797,2.425,0.01,31.979999999999997,3.31
RGB,11.61,45.75,4.871,88.8,13.2,4728,2.565,-0.09,30.41,4.13
HeB,12.58,40.41,4.678,80.2,14.5,5024,2.524,-0.66,30.29,3.7299999999999995
RGB,13.41,61.95,6.201,80.2,21.9,4804,2.7,-0.06,25.76,4.04
HeB,14.75,48.12,4.788,53.9,20.0,4922,2.596,-1.35,33.64,5.42
HeB,13.8,31.33,3.949,123.9,12.4,4983,2.412,0.16,33.2,3.4599999999999995
HeB,11.75,26.0,3.759,163.7,11.4,4965,2.33,-0.42,30.279999999999998,2.38
RGB,13.97,165.63,13.7,38.5,44.1,5168,3.143,-0.21,14.870000000000001,3.74
RGB,12.58,50.78,5.011,62.4,18.1,4843,2.616,-0.26,32.39,5.26
HeB,12.11,27.86,3.885,137.1,11.5,5099,2.366,-0.73,30.730000000000004,2.67
HeB,12.58,37.53,4.212,90.3,15.2,5047,2.493,0.01,35.05,4.65
HeB,12.57,41.07,4.191,45.0,17.4,5116,2.535,-0.52,39.1,6.37
HeB,13.73,30.41,3.912,128.5,11.8,5096,2.404,-0.45,33.07,3.37
HeB,13.86,37.13,4.108,106.4,17.1,4983,2.486,0.11,36.18,4.869999999999999
HeB,13.96,30.2,4.262,183.1,14.3,4975,2.396,0.07,27.71,2.3200000000000003
HeB,12.7,34.54,4.03,82.4,16.8,5075,2.458,0.21,35.53,4.3999999999999995
RGB,13.54,52.4,5.505,68.4,15.4,4958,2.634,-0.18,28.25,4.18
RGB,11.01,37.26,3.967,108.9,11.2,4723,2.476,0.09,37.53,5.109999999999999
HeB,13.43,32.56,3.963,120.2,13.9,4957,2.428,0.15,34.08,3.79
HeB,13.07,31.44,3.967,127.1,14.0,4852,2.408,0.15,32.4,3.26
RGB,13.07,197.71,14.19,26.4,56.4,5291,3.225,-0.29,16.82,5.78
RGB,12.23,55.65,5.699,135.3,14.2,4798,2.653,-0.48,27.03,4.01
HeB,11.43,31.75,3.375,77.6,15.1,4686,2.404,-0.07,43.81,5.92
RGB,11.18,9.87,1.406,172.3,4.0,4350,1.881,-0.08,75.31,5.25
RGB,15.33,162.75,13.01,52.1,55.3,4850,3.122,-0.38,15.36,3.8000000000000003
HeB,13.63,31.81,3.796,129.9,15.2,4855,2.413,0.3,35.739999999999995,4.03
HeB,12.86,36.45,4.01,115.4,13.3,4820,2.471,0.14,36.45,4.77
RGB,13.66,37.93,4.296,87.3,11.2,4990,2.495,-0.33,33.660000000000004,4.3100000000000005
HeB,8.65,39.4,4.176,77.1,17.0,4825,2.505,0.26,36.43,5.15
RGB,13.11,179.28,14.336,38.0,49.1,5248,3.181,-0.07,14.86,4.07
HeB,10.74,54.94,5.095,24.7,17.0,5799,2.689,-0.1,38.36,8.74
HeB,13.9,28.33,3.998,125.6,11.9,5322,2.383,-0.15,30.52,2.7399999999999998
RGB,10.85,178.86,13.106,29.0,55.0,4985,3.169,-0.03,17.1,5.25
RGB,12.65,20.36,2.563,162.9,7.2,4511,2.203,-0.01,47.53,4.38
HeB,12.12,32.46,3.882,142.0,12.5,4597,2.41,0.38,33.58,3.5200000000000005
RGB,12.21,19.95,2.649,191.4,7.3,4527,2.195,-0.12,43.5,3.6000000000000005
RGB,12.21,56.66,5.783,85.8,18.3,4681,2.656,0.04,26.63,3.91
RGB,10.62,43.75,4.513,92.8,16.7,4784,2.548,-0.11,34.18,5.03
RGB,11.44,30.99,3.566,96.4,11.4,4728,2.396,-0.33,38.21,4.42
HeB,13.87,33.19,3.725,113.7,10.2,4761,2.427,0.25,38.2,4.74
RGB,11.04,39.48,4.014,76.7,13.7,4669,2.498,0.02,38.480000000000004,5.67
HeB,11.94,49.09,4.871,59.2,18.2,4870,2.602,0.18,33.54,5.47
HeB,12.89,43.94,4.632,63.6,12.2,4857,2.553,-0.04,32.99,4.73
HeB,12.01,25.92,3.477,166.4,10.8,4519,2.308,0.41,33.29,2.75
HeB,13.91,49.4,4.797,68.8,22.1,4619,2.593,0.43,33.71,5.42
HeB,10.15,30.33,3.772,147.7,12.6,4536,2.378,0.22,32.84,3.13
RGB,11.01,22.57,2.518,114.8,8.3,4480,2.246,0.1,54.769999999999996,6.430000000000001
HeB,11.61,76.82,6.649,34.2,24.0,5132,2.808,0.14,29.310000000000002,6.72
RGB,12.09,189.99,15.13,44.7,46.4,4840,3.188,0.01,13.379999999999999,3.3599999999999994
RGB,10.07,85.99,7.371,33.5,26.3,4839,2.844,0.08,25.520000000000003,5.53
HeB,13.81,30.69,3.822,139.3,12.0,4675,2.389,-0.29,32.629999999999995,3.17
HeB,12.35,47.06,4.391,25.2,11.9,4770,2.579,0.11,39.14,7.0600000000000005
RGB,12.38,147.72,12.558,52.3,40.7,4841,3.079,-0.1,15.06,3.31
HeB,13.41,39.58,4.459,78.5,15.4,4897,2.51,-0.1,32.25,4.09
RGB,13.66,81.16,7.917,61.4,25.9,4929,2.823,-0.23,21.03,3.5699999999999994
RGB,12.85,65.34,5.942,43.5,24.3,4833,2.725,0.01,29.79,5.720000000000001
HeB,13.57,39.97,4.644,91.2,17.2,4977,2.518,-0.09,30.42,3.7
HeB,13.59,39.48,3.541,82.5,12.6,4778,2.503,-0.13,51.03,10.09
RGB,12.73,42.37,4.609,113.8,12.6,4606,2.526,0.23,31.11,3.95
HeB,11.06,54.67,5.335,53.3,21.4,4868,2.649,0.09,31.09,5.2299999999999995
HeB,11.99,45.58,4.567,60.9,17.4,4814,2.567,0.14,35.129999999999995,5.54
RGB,13.33,46.41,4.628,65.5,14.6,4803,2.575,-0.45,34.339999999999996,5.390000000000001
HeB,13.26,42.0,4.377,71.4,15.5,4899,2.536,-0.38,35.35,5.220000000000001
HeB,13.79,29.5,4.046,114.9,12.8,5027,2.388,-0.45,29.810000000000002,2.64
RGB,13.22,104.18,9.243,51.5,33.8,4850,2.928,0.04,19.669999999999998,3.99
HeB,13.94,35.95,4.269,101.3,11.9,5101,2.477,-0.11,32.959999999999994,3.96
RGB,13.63,52.96,5.454,87.5,17.5,4725,2.628,0.09,28.200000000000003,4.109999999999999
RGB,13.63,139.59,11.625,53.8,35.9,4903,3.057,-0.07,16.77,3.89
HeB,13.45,34.37,4.035,90.2,14.2,5013,2.454,-0.38,34.68,4.1499999999999995
HeB,13.77,33.8,4.086,87.9,13.3,4962,2.444,-0.07,33.160000000000004,3.7199999999999998
RGB,12.7,66.04,6.326,46.7,25.7,4871,2.731,-0.25,26.55,4.62
HeB,15.66,34.08,4.067,144.3,13.1,4760,2.439,-1.13,31.66,3.3499999999999996
HeB,13.09,42.77,4.492,68.8,15.1,4893,2.543,0.02,34.38,5.02
HeB,13.12,30.64,3.39,132.2,11.4,4764,2.393,0.18,42.58,5.4399999999999995
HeB,13.78,38.1,4.438,82.7,15.3,5026,2.499,-0.62,31.75,3.87
RGB,12.65,30.95,3.856,110.7,14.3,4701,2.394,0.39,32.99,3.2800000000000002
RGB,12.29,91.11,8.125,57.7,28.9,4794,2.867,0.08,22.09,4.37
RGB,12.04,46.49,4.912,77.8,16.4,4775,2.574,0.03,30.720000000000002,4.300000000000001
HeB,12.72,24.8,3.376,152.2,11.4,4599,2.293,0.06,33.79,2.73
HeB,13.47,23.44,3.453,143.4,10.2,5156,2.293,-0.23,33.25,2.64
HeB,13.55,37.05,4.128,103.1,14.6,4843,2.479,0.41,35.03,4.5
HeB,12.88,31.55,3.999,102.2,12.2,4984,2.415,0.09,32.6,3.3600000000000003
HeB,13.51,39.52,4.246,103.6,15.8,4791,2.504,0.4,35.019999999999996,4.7700000000000005
HeB,11.48,46.43,4.732,74.8,19.4,4993,2.583,0.34,34.239999999999995,5.45
RGB,13.51,29.51,3.426,138.3,11.2,4627,2.37,-0.02,39.15,4.37
RGB,12.54,28.6,3.247,107.7,10.9,4756,2.362,0.29,43.339999999999996,5.25
RGB,11.37,127.87,11.187,50.0,37.9,4989,3.023,-0.15,16.78,3.6099999999999994
HeB,12.57,29.76,3.816,117.0,13.2,4778,2.381,0.35,32.85,3.1500000000000004
HeB,12.71,29.83,3.798,102.8,13.0,4841,2.384,0.02,33.37,3.2800000000000002
HeB,12.07,34.47,4.078,104.4,14.9,4996,2.454,0.42,34.25,4.050000000000001
HeB,11.6,47.69,4.597,60.9,20.5,4806,2.587,0.26,36.31,6.19
HeB,12.43,39.75,4.405,67.4,18.5,4896,2.512,-0.03,33.22,4.36
HeB,12.52,39.68,4.335,68.9,16.7,5191,2.524,-0.22,35.62,5.14
HeB,13.63,35.63,4.227,80.1,13.4,5057,2.471,-0.07,33.129999999999995,3.95
HeB,13.69,36.51,4.374,88.3,16.6,5028,2.48,0.01,31.65,3.68
RGB,11.92,37.46,4.106,90.2,14.6,4939,2.488,0.09,36.31,4.92
