phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
RGB,11.68,141.25,10.825,23.4,59.5,5062,3.069,0.39,20.09,5.76
HeB,12.84,40.28,4.53,67.8,19.5,4790,2.513,0.06,31.4,3.9000000000000004
HeB,11.44,42.41,4.646,84.9,17.8,4974,2.543,0.01,32.22,4.41
HeB,13.33,30.2,3.931,132.2,12.7,4784,2.387,-0.12,31.159999999999997,2.87
RGB,12.31,72.6,7.114,69.4,22.1,4881,2.772,-0.66,22.9,3.7699999999999996
RGB,12.56,111.23,9.885,56.3,33.8,4836,2.956,-0.12,18.259999999999998,3.67
HeB,11.21,35.28,4.09,98.5,13.8,4807,2.456,-0.09,33.7,3.9400000000000004
HeB,12.54,48.59,4.802,48.2,18.5,5035,2.605,-0.27,34.78,5.92
HeB,14.0,27.11,3.888,144.5,12.4,4977,2.349,-0.39,29.589999999999996,2.38
RGB,14.22,198.03,16.251,41.2,55.7,4935,3.211,-1.0,12.04,2.8600000000000003
HeB,12.92,43.46,4.636,61.8,17.2,5033,2.556,-0.62,33.24,4.83
RGB,13.53,110.19,9.347,54.3,34.1,4936,2.956,-0.03,20.55,4.64
RGB,13.52,91.22,7.943,48.3,27.0,4861,2.871,0.17,23.39,4.94
RGB,12.52,189.67,14.071,12.5,101.2,5307,3.208,-0.33,16.41,5.29
HeB,11.48,42.96,4.364,78.6,17.0,4858,2.544,0.29,36.510000000000005,5.66
HeB,13.94,27.19,3.9,143.7,12.5,4827,2.344,-0.18,29.01,2.26
RGB,12.47,59.55,6.016,106.8,17.8,4569,2.672,0.2,25.5,3.7199999999999998
HeB,9.64,58.34,5.39,46.1,26.3,4857,2.676,-0.16,32.33,6.029999999999999
RGB,11.95,91.31,7.86,31.4,26.8,4841,2.87,0.07,23.82,5.13
RGB,12.59,59.73,6.122,103.3,19.3,4854,2.687,-0.58,25.35,3.8000000000000003
RGB,12.71,116.45,9.962,57.5,35.3,4783,2.973,0.14,18.77,4.02
RGB,12.49,52.05,5.421,88.7,17.2,4829,2.626,0.02,28.480000000000004,4.17
HeB,12.98,29.5,3.722,108.9,12.9,4894,2.382,-0.37,34.33,3.4499999999999997
RGB,13.84,135.28,11.363,50.0,36.6,5195,3.056,0.03,17.740000000000002,4.36
HeB,12.81,50.9,4.914,67.8,19.4,4854,2.617,0.23,34.099999999999994,5.859999999999999
HeB,13.04,23.97,3.634,196.0,11.8,4825,2.289,0.12,29.869999999999997,2.1100000000000003
HeB,8.32,36.52,4.217,117.5,16.4,4726,2.467,0.23,32.61,3.8
RGB,14.61,141.94,11.934,46.3,37.6,5121,3.074,-0.12,16.689999999999998,4.02
RGB,11.87,38.62,4.505,115.5,13.1,4885,2.499,-0.85,30.23,3.51
HeB,12.96,31.37,3.892,121.3,12.3,4886,2.408,-0.19,33.45,3.48
RGB,12.76,156.75,12.801,48.2,43.6,4858,3.106,-0.01,15.43,3.7
HeB,13.78,29.06,4.342,139.6,12.7,5306,2.393,-0.97,26.78,2.16
RGB,13.58,110.99,9.72,63.9,33.1,4963,2.96,0.28,19.330000000000002,4.1499999999999995
RGB,13.73,121.44,10.77,63.9,36.2,5121,3.006,-0.16,17.53,3.79
RGB,13.72,195.16,15.35,46.4,47.2,5144,3.213,0.21,13.96,3.87
RGB,10.09,56.32,5.401,63.2,19.3,4975,2.666,-0.07,31.659999999999997,5.65
RGB,11.89,157.28,13.13,44.0,46.6,5106,3.118,-0.46,15.190000000000001,3.6899999999999995
HeB,12.82,29.84,3.775,114.2,13.0,4756,2.381,-0.2,33.08,3.19
RGB,11.42,150.37,12.179,40.7,43.8,4927,3.091,-0.11,16.5,4.08
RGB,11.99,164.78,13.242,40.3,47.3,4883,3.129,-0.16,15.169999999999998,3.77
HeB,12.76,30.1,3.879,142.4,13.2,4726,2.383,-0.08,31.61,2.9400000000000004
RGB,13.16,77.31,7.083,48.3,28.7,5044,2.807,0.06,25.55,5.09
RGB,13.0,75.5,7.31,68.1,21.0,4820,2.787,-0.19,22.57,3.8000000000000003
HeB,10.19,47.81,4.731,73.0,19.5,4837,2.589,0.55,34.6,5.66
RGB,12.41,41.95,4.507,115.4,13.1,4686,2.525,0.39,32.63,4.34
RGB,10.16,48.61,5.349,97.1,15.8,4797,2.595,-0.48,26.79,3.4299999999999997
RGB,10.28,46.24,4.734,70.0,16.5,5019,2.583,-0.19,33.97,5.36
HeB,10.5,39.79,4.414,86.8,16.0,4852,2.51,-0.17,32.82,4.23
RGB,10.97,130.89,10.797,28.7,43.4,4887,3.029,-0.15,18.15,4.29
HeB,13.0,28.34,3.979,114.8,12.4,5132,2.375,-0.45,30.099999999999998,2.61
RGB,13.01,41.62,4.612,116.9,12.6,5005,2.536,-0.43,32.08,4.3
RGB,13.63,93.86,8.736,65.1,28.6,5012,2.89,-0.38,20.2,3.8500000000000005
RGB,12.87,41.15,4.717,108.9,14.0,4765,2.521,-0.57,28.92,3.38
HeB,11.85,29.79,3.938,99.4,13.3,4956,2.389,-0.41,31.34,2.9299999999999997
HeB,13.29,28.19,3.792,142.2,11.2,4937,2.364,-0.11,32.13,2.91
HeB,11.92,47.03,4.711,55.5,17.7,4896,2.585,-0.02,34.4,5.53
RGB,12.13,110.68,9.824,55.0,31.4,4910,2.957,-0.27,18.56,3.8000000000000003
RGB,12.81,113.68,9.664,52.6,35.1,4825,2.965,-0.05,19.52,4.27
HeB,12.19,32.37,4.076,126.0,13.3,4752,2.416,-0.01,31.0,3.05
RGB,13.95,50.17,5.431,98.5,16.5,4911,2.613,-0.66,27.310000000000002,3.7199999999999998
HeB,12.03,30.43,3.695,105.4,13.0,4622,2.383,-0.02,34.65,3.5300000000000002
RGB,13.59,67.78,6.631,87.5,18.9,4844,2.741,0.08,24.86,4.14
HeB,13.8,32.23,3.886,144.8,13.4,4825,2.417,0.03,34.29,3.74
RGB,13.34,42.84,4.551,92.1,15.9,4776,2.539,-0.08,32.879999999999995,4.55
HeB,13.03,32.8,4.037,117.5,14.5,5071,2.436,-0.14,33.48,3.71
HeB,12.89,33.34,3.996,111.3,14.0,4693,2.426,0.02,32.87,3.5
RGB,11.25,32.88,3.98,93.1,14.3,4791,2.424,-0.14,33.04,3.5300000000000002
RGB,13.23,76.89,7.449,68.7,24.9,4854,2.796,-0.33,22.18,3.74
RGB,13.86,84.9,7.967,76.9,26.5,4939,2.843,-0.15,21.81,4.03
HeB,13.58,36.02,4.245,108.7,14.2,5017,2.474,-0.12,32.98,3.9400000000000004
RGB,15.65,29.48,3.633,112.0,9.9,5063,2.389,-0.2,37.05,4.09
RGB,15.53,45.48,4.923,98.5,14.9,4665,2.56,-0.2,29.21,3.7699999999999996
HeB,11.53,114.39,8.778,28.3,44.8,5021,2.976,0.1,24.68,7.01
RGB,15.12,143.62,11.917,41.0,34.9,4920,3.07,-0.51,16.32,3.8100000000000005
RGB,13.92,136.43,11.562,60.5,35.8,4919,3.048,-0.34,16.53,3.71
HeB,13.41,35.58,4.281,99.6,13.9,5312,2.481,-0.31,33.31,4.08
RGB,13.47,91.87,8.227,75.2,28.8,4751,2.869,-0.02,21.54,4.18
RGB,15.25,41.94,4.823,102.4,16.2,4751,2.528,-0.09,28.57,3.35
HeB,13.79,30.8,4.167,130.6,12.7,5219,2.415,-0.35,30.150000000000002,2.87
RGB,13.98,166.76,13.361,44.9,43.8,5022,3.14,0.24,15.5,4.0200000000000005
RGB,15.85,40.19,4.604,120.7,13.4,4736,2.509,-0.13,29.910000000000004,3.51
HeB,12.99,30.76,3.907,146.5,12.9,4615,2.387,0.15,31.43,2.9400000000000004
HeB,12.33,26.69,3.251,137.1,12.2,4898,2.339,0.1,41.03,4.46
RGB,13.16,153.86,11.985,27.0,55.6,5164,3.111,-0.09,18.03,5.1
HeB,14.0,33.18,4.083,113.3,13.8,5092,2.442,-0.37,33.1,3.6799999999999997
HeB,13.14,34.31,3.988,93.5,12.3,5056,2.455,-0.32,35.68,4.42
HeB,13.89,19.75,2.804,119.5,7.5,5148,2.219,-1.52,41.0,3.38
RGB,13.73,32.12,3.843,118.9,9.8,4874,2.418,-0.39,34.91,3.88
HeB,11.96,41.52,4.544,76.2,17.2,4881,2.53,-0.13,32.49,4.35
HeB,12.84,29.29,4.056,115.6,12.8,4952,2.381,-0.32,29.25,2.5
HeB,13.61,33.1,4.189,103.7,13.3,5143,2.443,-0.52,31.61,3.37
HeB,12.34,33.26,4.117,113.6,13.5,4858,2.432,-0.06,31.680000000000003,3.3000000000000003
RGB,11.57,5.42,0.963,410.5,2.7,4239,1.615,-0.05,86.22,3.72
HeB,13.1,48.94,4.834,73.1,18.9,4829,2.599,0.18,33.75,5.5
HeB,11.05,53.32,5.151,68.4,21.9,4854,2.637,0.39,32.519999999999996,5.57
RGB,12.58,120.44,10.861,56.2,36.0,4862,2.991,-0.36,16.35,3.19
HeB,13.59,33.76,4.141,116.8,14.5,5103,2.45,-0.19,32.870000000000005,3.7
HeB,13.91,32.95,3.791,119.8,11.6,4818,2.427,-0.22,36.57,4.34
HeB,13.41,37.25,4.008,82.6,18.1,5019,2.489,-0.1,38.239999999999995,5.48
HeB,13.21,56.51,5.358,50.5,21.2,5001,2.669,-0.12,32.41,5.96
HeB,13.61,32.76,3.762,104.6,13.3,4818,2.424,-0.28,36.879999999999995,4.390000000000001
RGB,10.11,49.45,5.068,98.7,16.9,4553,2.591,0.07,29.72,4.19
HeB,13.93,32.79,4.155,115.9,14.5,4979,2.432,-0.54,31.009999999999998,3.16
HeB,11.76,29.89,3.657,133.9,12.3,4574,2.373,0.2,34.66,3.4499999999999997
HeB,10.97,75.64,6.606,40.7,28.0,5006,2.796,-0.01,28.61,6.22
HeB,13.07,29.86,4.09,101.0,14.7,4853,2.385,-0.28,28.85,2.46
HeB,11.25,36.62,4.339,105.1,15.2,4753,2.469,-0.09,30.810000000000002,3.41
RGB,11.39,179.24,13.725,36.3,51.3,4923,3.167,0.04,15.5,4.29
HeB,10.06,57.94,5.424,52.7,20.0,4912,2.676,0.07,32.09,5.9399999999999995
RGB,11.56,10.07,1.511,170.7,4.7,4462,1.895,0.06,67.26,4.32
HeB,11.83,46.98,4.712,56.3,17.8,4889,2.584,-0.01,34.32,5.5
HeB,10.4,32.41,3.735,40.4,17.4,4767,2.417,-0.06,36.91,4.32
HeB,11.62,70.09,6.112,32.0,20.9,4908,2.758,0.21,30.659999999999997,6.550000000000001
RGB,13.34,154.24,11.979,26.1,46.2,4952,3.103,0.04,17.57,4.76
HeB,11.55,37.91,4.289,97.5,14.4,4670,2.481,-0.42,31.919999999999998,3.75
RGB,12.0,147.62,12.521,47.2,41.1,4869,3.08,-0.26,15.150000000000002,3.35
RGB,13.86,97.18,9.104,57.5,31.7,5291,2.917,-0.3,20.060000000000002,4.040000000000001
HeB,8.95,41.64,4.468,72.4,18.8,5022,2.537,0.01,34.44,4.970000000000001
RGB,11.64,71.96,6.826,76.3,22.8,4781,2.764,0.37,24.73,4.319999999999999
HeB,12.7,32.23,4.094,130.0,13.3,4808,2.417,-0.07,30.83,3.02
RGB,12.99,55.85,5.582,94.0,18.3,4656,2.648,0.04,28.060000000000002,4.26
RGB,13.91,52.37,5.62,87.5,13.7,4821,2.628,-0.02,26.599999999999998,3.65
HeB,11.5,26.55,3.803,157.2,11.0,5060,2.343,-0.48,30.59,2.51
HeB,13.22,31.45,3.91,131.1,16.8,5102,2.419,0.03,34.46,3.79
HeB,12.89,29.73,3.841,123.2,14.0,4788,2.381,-0.1,32.160000000000004,3.02
HeB,9.11,49.42,4.787,66.4,21.5,4864,2.605,-0.16,34.75,5.9
HeB,13.15,33.06,3.94,131.0,14.2,4681,2.422,0.29,33.61,3.6399999999999997
RGB,12.14,66.43,7.285,115.4,15.7,4909,2.735,-0.06,20.5,2.7800000000000002
HeB,13.69,30.77,4.07,121.4,12.4,5235,2.415,-0.34,31.6,3.1500000000000004
RGB,11.81,15.75,2.285,249.0,5.5,4734,2.102,-0.59,46.93,3.3899999999999997
HeB,10.95,34.74,4.135,108.8,14.1,4790,2.448,0.18,32.58,3.6199999999999997
RGB,12.13,9.3,1.659,229.1,3.8,4675,1.871,-0.05,53.14999999999999,2.55
RGB,12.06,133.02,10.868,54.3,39.1,4918,3.037,0.39,18.39,4.48
HeB,11.59,33.92,4.083,116.1,13.8,4868,2.442,-0.09,32.839999999999996,3.63
RGB,9.78,130.25,10.997,41.6,43.7,5190,3.04,-0.42,18.15,4.38
RGB,11.86,54.95,5.262,65.8,18.0,4721,2.644,0.25,31.54,5.33
RGB,12.85,104.01,8.946,66.4,32.6,4707,2.921,0.33,20.6,4.3
RGB,10.95,18.63,2.383,145.4,8.4,4509,2.165,0.01,50.32000000000001,4.5
RGB,13.2,140.29,11.695,40.8,42.7,5245,3.074,-0.67,17.4,4.36
HeB,13.39,32.66,3.679,99.1,8.6,4864,2.425,-0.0,38.97,4.91
HeB,13.11,28.45,3.362,101.0,13.9,4779,2.361,0.22,40.29,4.54
HeB,11.27,50.2,4.978,67.8,19.8,4969,2.616,0.14,33.269999999999996,5.5600000000000005
HeB,13.39,26.23,3.778,137.2,11.6,5067,2.338,-0.53,30.64,2.4899999999999998
HeB,12.16,36.84,4.299,93.6,14.5,4884,2.478,-0.16,32.22,3.8
HeB,10.57,34.52,3.635,51.4,14.1,5027,2.456,-0.76,42.91,6.3999999999999995
HeB,10.82,28.01,3.623,104.3,12.1,4738,2.352,0.19,33.99,3.16
HeB,9.38,26.11,3.111,106.9,10.9,4663,2.318,-0.04,42.230000000000004,4.52
RGB,11.7,13.79,1.981,278.9,5.7,4295,2.023,-0.07,52.16,3.49
RGB,12.66,128.69,11.016,60.3,36.4,4752,3.015,0.09,16.87,3.59
RGB,13.57,124.8,10.33,38.0,36.3,5039,3.015,-0.22,19.32,4.69
HeB,13.64,83.27,7.186,41.6,35.5,4960,2.836,-0.06,26.4,5.8100000000000005
HeB,13.63,33.08,4.18,108.5,15.2,5037,2.438,-0.1,31.42,3.2900000000000005
RGB,13.26,40.19,4.526,108.1,15.8,4915,2.517,-0.09,31.889999999999997,4.07
HeB,12.09,29.68,3.777,136.4,12.3,4822,2.381,0.51,33.5,3.2800000000000002
HeB,13.59,27.77,3.882,148.0,16.5,5192,2.369,-0.32,31.240000000000002,2.78
RGB,13.59,48.35,5.012,88.9,16.2,4980,2.6,-0.11,31.55,4.82
HeB,10.62,38.02,4.301,101.8,15.8,4887,2.492,0.27,33.42,4.21
HeB,12.6,45.31,4.78,49.3,17.8,5002,2.573,-0.26,32.56,4.82
RGB,12.81,51.73,5.173,76.2,17.8,4924,2.627,-0.18,31.41,5.09
RGB,12.87,40.85,4.77,107.3,13.6,4591,2.509,-0.53,27.409999999999997,2.95
RGB,13.39,117.51,10.461,39.6,39.5,5153,2.993,-0.32,18.03,3.89
RGB,13.85,93.51,8.484,74.4,28.3,4979,2.887,0.24,21.41,4.3
RGB,13.01,45.83,4.776,81.7,16.1,4734,2.566,0.02,31.83,4.54
HeB,11.92,28.95,3.788,136.4,13.3,4669,2.364,0.36,31.89,2.86
HeB,12.73,29.93,3.974,140.7,12.4,4833,2.386,-0.27,30.36,2.73
HeB,12.68,38.66,4.417,96.2,15.9,4813,2.496,0.11,31.83,3.8600000000000003
RGB,12.63,29.56,3.075,83.0,12.2,4694,2.374,0.11,49.6,7.08
HeB,11.92,35.49,4.26,105.1,13.8,4864,2.461,-0.16,31.490000000000002,3.48
HeB,12.93,31.88,4.176,108.7,14.2,4879,2.415,-0.16,29.630000000000003,2.77
RGB,15.55,156.41,13.461,50.7,46.5,4671,3.096,-2.31,12.95,2.56
RGB,12.93,121.43,10.489,57.5,36.6,4844,2.994,0.05,17.8,3.79
HeB,13.98,35.77,3.69,78.8,13.4,4945,2.468,-0.12,42.989999999999995,6.6
HeB,12.95,31.54,4.08,109.2,13.3,4854,2.409,-0.24,30.46,2.88
HeB,13.59,39.06,4.121,59.7,15.4,5019,2.509,-0.68,37.68000000000001,5.58
RGB,10.98,44.64,4.331,88.2,15.0,4923,2.563,-0.05,38.86,6.72
RGB,13.58,110.3,9.989,40.1,31.9,5127,2.965,-0.47,18.46,3.8099999999999996
HeB,13.44,53.32,5.108,53.7,17.1,4964,2.642,-0.36,33.32,5.92
RGB,11.54,154.47,12.42,56.2,42.6,4697,3.092,0.46,15.91,3.8099999999999996
RGB,13.91,79.39,7.234,36.8,28.2,4948,2.814,-0.15,24.740000000000002,4.859999999999999
RGB,13.97,56.62,5.734,72.8,15.6,4944,2.667,-0.2,28.07,4.46
HeB,13.88,34.45,4.212,85.8,14.7,4939,2.451,-0.85,31.22,3.3600000000000003
RGB,11.37,47.53,4.741,60.4,17.9,4772,2.584,-0.16,33.54,5.24
RGB,13.5,47.91,5.438,93.9,16.4,4965,2.596,-0.3,26.47,3.36
HeB,13.53,28.41,3.838,118.2,11.9,5014,2.371,-0.56,31.68,2.87
RGB,12.54,99.38,8.884,63.8,32.0,4787,2.905,0.16,20.169999999999998,3.9700000000000006
RGB,12.45,44.5,4.704,105.3,16.2,4545,2.544,0.26,31.080000000000002,4.12
HeB,13.8,38.5,4.328,96.4,15.9,5053,2.505,-0.18,34.019999999999996,4.5
RGB,11.75,18.43,2.414,210.1,8.1,4321,2.151,0.46,47.459999999999994,3.88
RGB,13.14,46.93,4.983,114.6,15.8,4606,2.57,0.19,29.470000000000002,3.9300000000000006
HeB,13.13,31.61,4.175,99.6,14.9,5139,2.423,-0.19,30.5,2.98
HeB,12.89,43.43,4.554,83.4,17.1,5047,2.557,-0.07,34.67,5.27
RGB,13.65,188.37,14.456,49.5,46.9,4845,3.185,0.17,14.57,3.95
HeB,13.64,49.38,4.98,53.6,21.0,4992,2.61,-0.19,32.66,5.29
RGB,12.54,45.02,5.012,95.3,15.6,4797,2.561,-0.07,28.61,3.62
RGB,11.27,47.85,4.729,70.3,17.8,4755,2.586,0.08,34.07,5.4399999999999995
RGB,13.66,52.69,5.594,91.3,16.5,4744,2.627,-0.39,26.369999999999997,3.5900000000000003
HeB,9.27,100.48,7.981,29.9,30.5,5066,2.922,-0.01,26.410000000000004,7.08
HeB,11.9,58.18,5.425,45.9,21.8,4883,2.676,0.17,32.1,5.95
RGB,11.07,132.73,10.607,33.7,42.8,4841,3.033,0.12,19.02,4.75
RGB,11.48,80.5,6.985,40.6,26.6,4839,2.816,0.1,26.61,5.63
HeB,15.63,35.07,4.346,81.8,16.4,4653,2.446,-0.11,28.939999999999998,2.85
HeB,10.54,46.62,4.795,86.8,17.5,4588,2.567,-0.04,31.39,4.41
HeB,12.68,29.86,3.821,123.8,12.3,4668,2.377,-0.12,31.93,2.95
HeB,12.82,28.89,4.184,138.5,12.5,5337,2.392,-0.65,28.549999999999997,2.44
RGB,12.37,112.61,9.659,65.6,32.5,4842,2.961,0.48,19.419999999999998,4.199999999999999
HeB,10.93,29.75,3.877,146.0,12.3,4909,2.386,-0.17,32.17,3.0600000000000005
HeB,13.25,28.89,3.929,150.6,14.1,5159,2.384,-0.06,31.62,2.94
RGB,10.18,70.22,6.851,87.9,23.8,4555,2.743,0.14,23.11,3.59
RGB,13.25,63.94,6.412,79.7,19.5,5086,2.726,-0.06,25.93,4.35
RGB,10.04,10.67,1.622,327.6,3.6,4294,1.912,0.01,60.24999999999999,3.6100000000000003
HeB,12.45,33.55,4.158,116.1,13.3,4860,2.436,-0.1,31.32,3.2600000000000007
RGB,12.15,108.07,9.859,56.6,30.6,4887,2.946,-0.39,17.89,3.43
RGB,13.56,53.12,5.456,92.9,18.6,4938,2.639,0.0,29.1,4.49
RGB,12.66,111.7,9.931,31.4,27.0,4893,2.96,-0.23,18.3,3.7199999999999998
RGB,12.97,61.42,6.154,89.2,20.3,4685,2.691,0.01,25.490000000000002,3.88
RGB,10.99,25.11,3.172,128.4,10.6,4871,2.311,-0.39,40.01,3.99
RGB,13.97,102.72,9.475,59.5,31.6,5299,2.941,-0.13,19.61,4.07
RGB,12.37,18.3,2.498,208.9,7.4,4639,2.163,-0.47,45.21,3.62
RGB,14.84,110.03,10.515,46.4,33.4,5447,2.977,-1.0,17.21,3.42
HeB,12.02,32.7,3.771,119.8,15.5,4581,2.412,0.35,35.75,4.02
RGB,12.88,43.26,4.918,106.0,12.2,4742,2.541,-0.54,27.89,3.29
RGB,12.85,129.83,11.028,57.7,38.5,4691,3.016,0.31,16.869999999999997,3.59
RGB,12.18,25.8,3.29,149.0,8.1,4700,2.315,-0.44,37.01,3.4399999999999995
RGB,13.6,34.69,3.942,125.6,13.0,4755,2.446,0.13,35.55,4.300000000000001
RGB,13.95,145.38,12.231,57.1,39.9,5000,3.079,0.11,16.06,3.7699999999999996
RGB,13.51,50.39,5.295,88.5,16.3,5013,2.62,-0.1,29.62,4.4399999999999995
HeB,10.11,58.49,5.552,54.5,19.9,4908,2.68,0.04,30.880000000000003,5.54
HeB,12.32,29.38,3.906,140.1,12.0,5016,2.386,-0.44,31.729999999999997,2.9699999999999998
RGB,11.42,113.46,9.605,33.8,37.5,4876,2.966,-0.15,19.84,4.43
HeB,12.6,27.89,3.708,123.4,10.8,4850,2.356,-0.31,32.53,2.92
RGB,13.37,182.21,14.7,40.4,51.4,5273,3.189,-0.37,14.39,3.8899999999999997
RGB,13.16,62.3,6.107,84.5,24.5,4583,2.692,0.33,25.98,4.04
RGB,13.85,155.61,12.584,47.5,43.0,5163,3.116,-0.23,16.54,4.34
HeB,8.07,31.63,4.044,117.1,12.1,4973,2.416,-0.88,31.33,3.1100000000000003
RGB,13.96,173.02,13.978,41.4,50.8,5022,3.156,-0.61,14.530000000000001,3.6799999999999997
RGB,13.69,120.75,11.009,56.7,34.7,5137,3.005,-0.96,16.529999999999998,3.3499999999999996
HeB,10.63,28.6,3.452,83.9,12.7,5053,2.375,-0.11,39.769999999999996,4.56
HeB,13.16,60.18,5.381,30.5,20.4,5189,2.704,-0.36,35.48,7.74
RGB,12.04,171.13,13.086,22.1,59.9,5018,3.151,-0.14,16.47,4.67
RGB,12.99,19.71,2.795,227.7,7.2,4462,2.187,-0.38,37.97,2.7
RGB,12.38,98.69,8.932,60.3,31.9,4827,2.903,-0.05,19.85,3.84
HeB,12.46,33.91,4.105,90.5,15.6,4905,2.443,-0.12,32.63,3.59
RGB,13.59,52.26,5.628,87.3,19.2,4826,2.627,-0.69,26.01,3.5
RGB,12.85,115.56,10.221,57.8,34.0,4883,2.974,-0.09,17.9,3.67
HeB,12.99,27.18,3.915,76.0,19.8,4915,2.347,-0.1,29.28,2.3200000000000003
RGB,13.39,52.06,5.603,102.5,17.2,4837,2.626,-0.26,26.520000000000003,3.62
HeB,13.6,30.93,3.909,134.6,12.7,4790,2.398,0.39,32.58,3.2200000000000006
HeB,13.12,29.99,3.983,139.8,12.6,4808,2.385,-0.16,30.29,2.71
RGB,11.52,10.06,1.553,254.3,4.4,4397,1.891,-0.16,62.75,3.7300000000000004
HeB,11.81,34.77,4.186,103.3,13.9,4851,2.451,-0.24,31.82,3.49
RGB,12.25,35.97,4.028,92.4,12.9,4742,2.461,-0.23,34.91,4.279999999999999
RGB,12.68,56.13,5.7,92.7,18.8,4584,2.647,0.26,26.85,3.8899999999999997
HeB,11.37,34.15,4.177,107.3,13.4,4990,2.45,-0.03,32.25,3.56
HeB,12.45,27.98,3.388,106.4,13.4,4843,2.357,0.25,39.379999999999995,4.29
RGB,13.82,56.23,5.962,96.3,18.1,4949,2.665,-0.43,25.71,3.71
HeB,13.36,34.43,4.126,109.0,13.6,5185,2.462,-0.35,34.099999999999994,4.09
RGB,9.83,168.31,12.359,11.9,67.9,5176,3.15,0.02,18.619999999999997,5.97
HeB,13.32,31.61,3.959,124.2,13.5,5154,2.423,-0.23,33.9,3.7
RGB,11.64,32.03,3.595,102.5,12.0,4857,2.416,-0.16,39.870000000000005,5.04
HeB,13.28,29.65,3.836,133.3,12.9,5042,2.391,-0.05,33.49,3.3600000000000003
HeB,13.38,39.57,4.325,74.3,16.2,5091,2.518,-0.11,35.22,4.97
HeB,13.59,27.62,4.037,109.9,10.8,5184,2.366,-0.29,28.8,2.34
HeB,13.75,29.26,3.727,107.8,12.5,5000,2.383,-0.38,34.54,3.5
RGB,13.26,58.66,5.775,75.1,19.4,4841,2.678,0.01,28.3,4.64
RGB,13.42,69.98,6.765,80.6,20.9,5019,2.763,-0.25,25.169999999999998,4.46
RGB,13.05,77.86,7.678,76.1,21.5,5002,2.808,-0.6,21.6,3.6599999999999997
RGB,12.62,171.43,13.511,41.8,49.6,4826,3.143,0.12,15.12,3.8600000000000003
HeB,9.87,51.09,4.56,39.8,22.8,5185,2.633,0.42,42.13,9.27
RGB,12.1,38.29,4.266,113.9,14.7,4724,2.488,0.21,33.4,4.17
RGB,12.45,34.73,3.948,136.8,12.1,4580,2.438,0.05,34.49,3.96
HeB,13.66,31.63,4.099,115.1,12.6,5028,2.418,-0.32,31.11,3.09
RGB,12.8,196.72,15.248,37.6,47.0,4903,3.206,0.18,13.8,3.7199999999999998
RGB,13.07,30.68,3.686,138.8,11.8,4493,2.381,0.0,34.44,3.46
HeB,12.2,35.95,4.06,99.7,15.4,4748,2.461,0.22,34.74,4.25
RGB,9.99,105.03,9.228,45.7,32.3,5065,2.941,-0.38,20.41,4.42
RGB,12.88,72.16,6.795,52.8,23.9,4874,2.77,-0.2,25.190000000000005,4.54
HeB,11.63,46.13,4.739,63.4,17.6,4965,2.579,-0.07,33.620000000000005,5.21
HeB,11.29,54.93,5.364,45.5,20.9,5169,2.664,-0.13,32.17,5.8
RGB,13.13,185.22,12.863,20.7,54.4,5073,3.188,0.06,18.72,6.5600000000000005
RGB,9.03,40.19,4.325,85.7,13.5,4758,2.51,-0.11,34.050000000000004,4.57
RGB,11.85,52.22,5.371,57.7,17.4,4827,2.627,-0.19,28.939999999999998,4.32
HeB,13.54,38.17,4.211,96.1,12.7,4769,2.488,-0.56,33.760000000000005,4.27
RGB,15.94,76.81,7.503,81.3,23.6,4195,2.764,0.09,19.95,2.8099999999999996
RGB,10.84,3.97,0.785,565.4,1.8,4167,1.476,0.01,93.96000000000001,3.21
RGB,13.13,92.59,8.506,60.6,26.5,4858,2.877,-0.13,20.61,3.8899999999999997
HeB,10.24,42.83,4.28,81.4,11.9,4548,2.528,0.08,36.15,5.37
HeB,11.35,107.18,8.33,23.1,51.9,5075,2.95,0.03,25.92,7.279999999999999
HeB,9.96,51.16,4.6,31.2,22.9,4998,2.626,0.17,40.24,8.32
HeB,10.96,104.54,8.203,32.3,37.0,5050,2.938,-0.01,25.95,7.1
HeB,9.27,94.92,7.735,33.1,36.7,5033,2.896,0.18,26.39,6.65
HeB,10.08,42.34,3.858,38.9,17.2,5050,2.546,0.05,48.519999999999996,10.05
RGB,13.75,42.73,4.891,107.9,14.7,5051,2.55,-0.31,29.54,3.76
RGB,12.13,83.21,7.409,54.0,27.5,5073,2.84,-0.09,25.18,5.34
RGB,11.89,48.53,5.341,93.7,15.6,4883,2.598,-0.44,27.32,3.6
RGB,12.76,47.08,5.229,105.9,15.5,4599,2.571,-0.26,26.479999999999997,3.1799999999999997
HeB,9.08,78.3,6.317,22.0,49.3,5155,2.817,-0.56,33.62,9.02
RGB,13.98,139.83,11.762,57.3,37.4,5093,3.066,-0.28,16.83,4.010000000000001
RGB,12.66,163.64,13.174,39.7,48.8,5000,3.131,-0.06,15.54,3.96
RGB,13.92,6.11,1.153,457.5,2.6,4255,1.668,-0.06,67.52,2.58
RGB,12.02,118.55,10.307,47.3,33.7,5042,2.993,-0.13,18.48,4.08
HeB,12.56,42.03,4.588,67.1,16.8,4868,2.535,-0.07,32.230000000000004,4.32
RGB,12.05,8.33,1.387,403.9,4.0,4616,1.82,-0.92,65.88999999999999,3.49
